hdic_city_id,hdic_district_id,hdic_bizcircle_id,hdic_resblock_id,frame_bedroom_num,rent_type,decoration,appid,price_trans,price_listing,price_trans_per_area,price_listing_per_area,sign_date,appc_date,diff_days,pt
110000,23008618,18335767,1.11103E+12,1,1,3,500,5460,5460,133.1707317,133.1707317,2018/2/6,2017/7/20,201,2.01803E+13
110000,23008626,18335658,1.11103E+12,3,2,3,500,4730,4730,363.8461538,363.8461538,2018/3/5,2017/8/24,193,2.01803E+13
110000,23008618,18335636,1.11103E+12,2,1,3,500,7390,7390,119.1935484,119.1935484,2018/1/4,2017/8/17,140,2.01803E+13
110000,23008618,18335630,1.11103E+12,1,1,3,500,4830,4830,96.6,96.6,2018/2/22,2017/7/21,216,2.01803E+13
110000,23008626,611100342,1.11103E+12,1,1,3,500,10890,10890,191.0526316,191.0526316,2018/1/23,2017/8/13,163,2.01803E+13
110000,23008615,1100002093,1.11103E+12,3,2,3,500,1890,1890,118.125,118.125,2018/3/11,2017/8/16,207,2.01803E+13
110000,23008626,18335674,1.11103E+12,2,1,3,500,6030,6030,103.9655172,103.9655172,2018/3/9,2017/8/16,205,2.01803E+13
110000,23008626,611100432,1.11103E+12,2,1,3,500,5990,5990,103.2758621,103.2758621,2018/2/24,2017/7/25,214,2.01803E+13
110000,23008613,18335737,1.11103E+12,2,1,3,500,5660,5660,110.9803922,110.9803922,2018/1/20,2017/8/28,145,2.01803E+13
110000,23008626,611100432,1.11103E+12,2,1,3,500,5260,5260,101.1538462,101.1538462,2018/1/9,2017/8/16,146,2.01803E+13
110000,23008613,611100323,1.11103E+12,1,1,3,500,6570,5660,146,125.7777778,2018/3/7,2017/8/17,202,2.01803E+13
110000,23008613,18335710,1.11103E+12,3,2,3,500,2860,2860,238.3333333,238.3333333,2018/3/7,2017/8/23,196,2.01803E+13
110000,23008618,18335653,1.11103E+12,3,2,3,500,3460,3460,230.6666667,230.6666667,2018/3/1,2017/8/27,186,2.01803E+13
110000,23008626,18335674,1.11103E+12,1,1,3,500,4690,4690,130.2777778,130.2777778,2018/2/10,2017/8/28,166,2.01803E+13
110000,23008625,18335701,1.11103E+12,0,2,3,500,1560,1560,120,120,2018/3/5,2017/8/23,194,2.01803E+13
110000,23008613,611100315,1.11103E+12,1,1,3,500,5960,5960,112.4528302,112.4528302,2018/1/8,2017/3/26,288,2.01803E+13
110000,23008618,18335631,1.11103E+12,3,2,3,500,3090,3090,237.6923077,237.6923077,2018/3/7,2017/8/18,201,2.01803E+13
110000,23008618,611100601,1.11103E+12,3,2,3,500,4890,4890,305.625,305.625,2018/3/1,2017/7/16,228,2.01803E+13
